17	 acquire various knowledge and abilities through a training process, in which the parameters of the neural networks are tuned. On the other hand, if a user obtains new data (e.g., new images) after the training is completed and wants the neural network to acquire additional knowledge about that data, re-training is required. Re-training from scratch is costly in terms of time and power consumption. Therefore, a method of re-training with only a part of the data including	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
18	 new data, could be considered, but catastrophic forgetting problem, in which the knowledge and abilities learned in the past are lost, is inevitable. We have addressed catastrophic forgetting problem in image classi�cation tasks with an AI technology utilizing high-capacity storage (MemoryCentric AI). We devised a system that stores large amounts of image data, labels, and image feature maps  as knowledge in the high-capacity storage, and that refers to the storage during image classi�	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
19	cation (Fig.1). In our system, when a user obtains new images, knowledge can be added or updated by storing additional image feature maps and labels without re-training or retuning parameters (Fig.2). Since the parameters of the neural network are not retuned at all, the catastrophic forgetting problem can be avoided. The knowledge can be added or updated while achieving better accuracy than those of conventional methods (Fig.3). Fig.1 Our image classi	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
20	�cation system with high-capacity storage. Fig.2 Our system can add knowledge without retuning parameters of neural networks. Institute of Memory Technology R&D (System Technology) Machine learning *1 	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
21	2023/06/21 20:48 System technology/Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage | … https://www.kioxia.com/en-jp/rd/technology/topics/topics-39.html 2/3 Fig.3 Accuracy comparison when increasing the number of tasks: Our approach can achieve better accuracy than those of conventional methods. In addition, our system is expected to improve	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
22	 the explainability of AI  and alleviate the black box problem . In the conventional methods, when images are classi�ed by neural networks, the process and basis for the results cannot be interpreted by humans. On the other hand, our system can visualize the basis for the classi�cation results by listing the data referred to in the storage when classifying images (Fig.4). Furthermore, by analyzing the referred data, the contribution of each stored data can be evaluated according	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
23	 to the frequency of references. Fig.4 Interpretability comparison of the basis for classi�cation results. *1 Image feature maps: multidimensional (e.g., 1,024-dimensional) numerical data obtained through neural network operations. *2 Explainability of AI: possibly of explaining the basis and reasons of results predicted by AI in a way that can be interpreted by humans. *3 Black-box problem: the process leading to the results predicted by AI is	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
24	 not interpretable to humans, making it a black box problem. This material is a partial excerpt and a reconstruction of Ref. [1]©2022 Springer. Company names, product names, and service names may be trademarks of third-party companies. Reference [1] K. Nakata, Y. Ng, D. Miyashita, A. Maki, YC. Lin, J. Deguchi, “Revisiting a kNN-Based Image	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
25	 Classi�cation System with High-Capacity Storage,” Computer Vision - ECCV, pp. 457-474, 2022. [2] A. Radford, et al, “Learning Transferable Visual Models From Natural Language Supervision,” ICML, pp. 8748-8763, 2021. Related Links *2 *3 We presented this result at European Conference on Computer Vision 2022 (ECCV 2022), one of the top	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
26	 conferences in the �eld of computer vision . [1] All Topics 	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
27	2023/06/21 20:48 System technology/Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage | … https://www.kioxia.com/en-jp/rd/technology/topics/topics-39.html 3/3 A technical glossary that covers terms related to KIOXIA products and technologies, such as memory and SSDs. We explain that it can be	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
28	 used by engineers and researchers to the general public. KIOXIA has established industry-leading R&D frameworks with “memory” technology. We use our various locations to conduct technological innovation while promoting open innovation. Share Copyright © 2023 KIOXIA Corporation. All Rights Reserved. Technical Glossary R&D Organization and Locations What is the 3D �ash memory “BiCS FLASH™	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
29	”? What is NAND Flash Memory? What is Multi-level Cell Technology? Technology Topics Technology Development History Awards and Research papers KIOXIA Corporation Home / Research and Technology Development / Technology and Innovation at KIOXIA / Technology Topics / System technology/Development of Image Classi�cation System Deploying Memory-Centric AI with High-capacity Storage 	data/System technology_Development of Image Classification System Deploying Memory-Centric AI with High-capacity Storage _ KIOXIA - Japan (English).pdf
30	2023/06/21 20:44 About KIOXIA Corporation | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about.html 1/3 By evolving “memory,” we create uplifting experiences and change the world. As IoT, AI and 5G technologies become more widespread, we will see an explosive increase in the volume of data generated around the world. 	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
31	Large-capacity, high-performance memory and devices, and high-speed data processing systems will be indispensable for the storage and use of that data. As a global leader in �ash memory and SSDs, we will continue to deliver products and services that create new value for society. Business Overview KIOXIA Group is one of the largest manufacturers of NAND �ash memory. In 1987, KIOXIA invented the world’s �rst	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
32	 NAND �ash memory not to require a power source (non-volatile memory). This technology is now being used in various �elds ranging from digital devices such as smartphones to data centers and has become an indispensable core component of the information society. Products & Technology KIOXIA addresses customer needs through our technological leadership in the �eld of �ash memory and SSDs, and through our broad portfolio of products. KIOXIA Corporation	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
33	 - introduction movie  	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
34	2023/06/21 20:44 About KIOXIA Corporation | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about.html 2/3 Memory Flash memory is now used in applications ranging from digital devices such as smartphones to storage memory products, including USB �ash drives and SSDs. We will continue to meet the needs of customers by delivering 3D �ash memory Bi	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
35	CS FLASH™ technology that delivers even greater storage capacity, and wide range of �ash memory products. SSD（Solid State Drive） KIOXIA’s SSD products are built using BiCS FLASH™ 3D �ash memory, delivering optimized SSD products and solutions for client PCs, enterprise servers and storage, and cloud data centers. Technological innovation to pursue the potential of “memory” Inqu	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
36	"isitive and enthusiastic engineers with a variety of expertise are working on research and development to realize the next ""memory"" technology. We are also engaged in open innovation with a broad range of companies and organizations. Yokkaichi Plant - One of the world’s largest �ash memory production facilities Kioxia’s Yokkaichi Plant is one of the world’s largest and most e�cient �ash memory production facilities. Through our deployment"	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
37	 of advanced manufacturing processes utilizing AI, we continue to meet the increasing demand for memory around the world. Kitakami Plant (Kioxia Iwate Corporation) To meet further growth in the demand for �ash memory, KIOXIA Iwate Corporation was established as a manufacturing subsidiary in Kitakami City, Iwate Prefecture. About KIOXIA Corporation Greetings from Nobuo Hayasaka, the President and CEO	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
38	. Introducing corporate pro�le, access, and management. KIOXIA Group’s strengths and features at a glance. Research and Technology Development About Yokkaichi Plant Kitakami Plant (Kioxia Iwate Corporation) Message from the CEO Company Information KIOXIA at a Glance  	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
39	2023/06/21 20:44 About KIOXIA Corporation | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about.html 3/3 Corporate Group Information (KIOXIA Holdings Corporation) KIOXIA Corporation is a wholly-owned subsidiary of KIOXIA Holdings Corporation. This page introduces KIOXIA Holdings and KIOXIA Group's 	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
40	corporate pro�le. Procurement/Reliability Information Copyright © 2023 KIOXIA Corporation. All Rights Reserved. Locations Group Companies of KIOXIA Corporation KIOXIA Holdings Corporation  Procurement Reliability Information Standards of Conduct/Policies  KIOXIA Corporation Home / About KIOXIA Corporation 	data/About KIOXIA Corporation _ KIOXIA - Japan (English).pdf
41	2023/06/21 20:46 Company Information | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about/about-us.html 1/3 Company Information Introducing company pro�le, access map, our history, organizational structure and management. For corporate group information of KIOXIA Holdings Corporation, the holding company, please visit the page below. Company Pro�le Name	data/Company Information _ KIOXIA - Japan (English).pdf
42	 Kioxia Corporation Address 3-1-21, Shibaura, Minato-ku, Tokyo 108-0023, Japan Establishment April 1, 2017 The memory business of Toshiba Corporation was made into a separate company and commenced operations as Toshiba Memory Corporation on April 1, 2017. President and CEO Nobuo Hayasaka Capital 10 billion yen Shareholder Business Outline Development, manufacturing and sales of memory and related	data/Company Information _ KIOXIA - Japan (English).pdf
43	 products, and related business Number of Employees Non-consolidated: approx. 10,600, Consolidated: approx. 15,300 (As of March 31, 2023) Access 3-1-21, Shibaura, Minato-ku, Tokyo 108-0023, Japan History Company Pro�le Access History Management KIOXIA Holdings Corporation Company Information  Access Kioxia Holdings Corporation (100%)  One	data/Company Information _ KIOXIA - Japan (English).pdf
44	 minute on foot through passage from Tamachi Station, Yamanote Line or Keihin-Tohoku Line. (Use East Exit) ‧ Three minutes on foot from Mita Station,  Asakusa Line and Mita Line. (Use A4 Exit) ‧ Google Map  	data/Company Information _ KIOXIA - Japan (English).pdf
45	2023/06/21 20:46 Company Information | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about/about-us.html 2/3 1987 Invented the world's �rst NAND �ash memory 1992 Established Yokkaichi Plant 2007 Announced the world’s �rst 3D �ash memory technology April 2017 Established Tos	data/Company Information _ KIOXIA - Japan (English).pdf
46	hiba Memory Corporation The memory business of Toshiba Corporation was made into a separate company and commenced operations as Toshiba Memory Corporation. December 2017 Established Toshiba Memory Iwate Corporation (currently KIOXIA Iwate Corporation) October 1, 2019 Changed company name to Kioxia Corporation July 2020 Completed acquisition of Solid State Storage Technology Corporation and its a�liated companies April 2021 Absorbed Kioxia Advanced Package Corporation through an absorption-	data/Company Information _ KIOXIA - Japan (English).pdf
47	type merger June 2022 Completed acquisition of Chubu Toshiba Engineering Corporation (currently Kioxia Engineering Corporation) Related Links Management Director Representative Director Nobuo Hayasaka Director Stacy J. Smith Director Tomoharu Watanabe Executive O�cer President and Chief Executive O�cer Nobuo Hayasaka Executive Chairman Stacy J. Smith Executive Vice Chairman Lorenzo A. Flores	data/Company Information _ KIOXIA - Japan (English).pdf
48	 Executive Vice President and Executive O�cer (Chief Marketing O�cer) Naohisa Sano Executive Vice President and Executive O�cer (Chief Operating O�cer) Tomoharu Watanabe Senior Managing Executive O�cer (Chief Financial O�cer ) Hideki Hanazawa Managing Executive O�cer (General Manager, Legal A�airs Division) Takahiro Asakura Managing Executive O�cer	data/Company Information _ KIOXIA - Japan (English).pdf
49	 (Vice President of Memory Division) Hiroo Oota Managing Executive O�cer (General Manager, Yokkaichi Plant) Tomoharu Matsushita Managing Executive O�cer (Vice President of SSD Division) Masashi Yokotsuka Executive O�cer (General Manager, Human Resources and Administration Division) Kyota Okishiro Technology Development History History of Yokkaichi Plant 	data/Company Information _ KIOXIA - Japan (English).pdf
50	2023/06/21 20:46 Company Information | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about/about-us.html 3/3 Executive O�cer (Chief Information and Security O�cer) Toshiaki Kawabata Executive O�cer (Chief Production O�cer) Kazufumi Miyagi Executive O�cer (Chief Technology O	data/Company Information _ KIOXIA - Japan (English).pdf
51	�cer) Masaki Momodomi Executive O�cer (Chief Strategy O�cer) Junichiro Yaguchi Statutory Auditor Statutory Auditor Isao Morita For management of KIOXIA Holdings Corporation, please visit the page below. Related Links Introducing KIOXIA Group's mission and vision. KIOXIA Group’s strengths and features at a glance. Introducing KIOX	data/Company Information _ KIOXIA - Japan (English).pdf
52	IA Group's Sustainability that contribute to the development of a sustainable society. Copyright © 2023 KIOXIA Corporation. All Rights Reserved. Directors (KIOXIA Holdings Corporation)  KIOXIA Group's Mission & Vision  KIOXIA at a Glance  KIOXIA Group's Sustainability  About KIOXIA Corporation Message from the CEO Company Information Group Companies Locations 	data/Company Information _ KIOXIA - Japan (English).pdf
53	Procurement Reliability Information Yokkaichi Plant Kitakami Plant (KIOXIA Iwate Corporation) KIOXIA Corporation Home / About KIOXIA Corporation / Company Information 	data/Company Information _ KIOXIA - Japan (English).pdf
54	2023/06/21 20:45 Kitakami Plant (KIOXIA Iwate Corporation) | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about/kitakami.html 1/2 To meet further growth in the demand for �ash memory, Kitakami Plant operated by Kioxia Iwate Corporation was established in Kitakami City, Iwate Prefecture.	data/Kitakami Plant (KIOXIA Iwate Corporation) _ KIOXIA - Japan (English).pdf
55	 To keep pace with further growth in demand, we are currently building a Fab2 facility. Mount Iwate and Kitakami Plant Our aim is to make Kitakami Plant a facility that is trusted by our customers and local residents. As a member of the local community, we are committed to environmental conservation activities such as reducing energy consumption and environmental exchanges with the local community. Name Kioxia Iwate Corporation Business Outline Production of �	data/Kitakami Plant (KIOXIA Iwate Corporation) _ KIOXIA - Japan (English).pdf
56	ash memory products Address 6-6, Kitakogyodanchi, Kitakami City, Iwate URL Careers KIOXIA Iwate Corporation – introduction movie (2:52)  https://www.kioxia-iwate.co.jp/en/  Company Pro�le  Access  	data/Kitakami Plant (KIOXIA Iwate Corporation) _ KIOXIA - Japan (English).pdf
57	2023/06/21 20:45 Kitakami Plant (KIOXIA Iwate Corporation) | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/about/kitakami.html 2/2 Share Copyright © 2023 KIOXIA Corporation. All Rights Reserved. Recruit  About KIOXIA Corporation Message from the CEO Company Information Group Companies L	data/Kitakami Plant (KIOXIA Iwate Corporation) _ KIOXIA - Japan (English).pdf
58	ocations Procurement Reliability Information Yokkaichi Plant Kitakami Plant (KIOXIA Iwate Corporation) KIOXIA Corporation Home / About KIOXIA Corporation / Kitakami Plant (KIOXIA Iwate Corporation) 	data/Kitakami Plant (KIOXIA Iwate Corporation) _ KIOXIA - Japan (English).pdf
59	2023/06/21 20:45 Research and Technology Development | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/rd.html 1/4 As a leading company in �ash memory and SSD, KIOXIA delivers products that create new value. Research and development into cutting-edge technologies in many diverse �elds is essential for realizing this. We implement technological innovation to pursue the potential	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
60	 of “memory.” News June 14, 2023  KIOXIA   Updates June 07, 2023  KIOXIA   Updates May 31, 2023  KIOXIA   Updates Kioxia's Research and Technology Development Chief Technology O�cer, Masaki Momodomi We have realized new products and services that greatly transform society and lifestyles. With our mission to	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
61	" ""uplift the world with ‘memory’,” we deliver memory and SSDs that o�er high speed, large capacity, and excellent reliability, through active collaborations and personnel exchanges that transcend organizational boundaries. KIOXIA has developed many “world-�rst” technologies, such as NAND �ash memory and created innovation. As a leading company in “memory,” KIOXIA will continue to work"	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
62	 on cutting-edge research and development to create innovation. Added the section “E�ective Implementation of Flash Memory and New Algorithm to Speed Up Approximate Nearest Neighbor Search Method (Locality Sensitive Hashing)“ Added the section “Novel Operation Scheme for Suppressing Disturb in HfO -based FeFET Considering Charge-Trapping-Coupled Polarization Dynamics“ 2 Added the section “Ti	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
63	O  Channel Ferroelectric FET towards High-Performance and Low-Power AI Applications” 2 CTO Message Research and Technology Development Policy 	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
64	"2023/06/21 20:45 Research and Technology Development | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/rd.html 2/4 This page presents videos of interviews with the ""Fellows"" who are the power behind the memory research and technology development at KIOXIA. These professionals are masters of devices and processes, memory systems, TCAD simulations and �ash memory development"	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
65	". They talk about the pleasure of research and technology development and about KIOXIA's contribution to the world ten years from now. Technology and Innovation at KIOXIA As a leading company in �ash memory and SSD, KIOXIA conducts research and technology development that supports the information society. Introducing the relationship between KIOXIA's technology and society, and the ""technology"" of �ash memory, which is the basis of our "	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
66	technology. Innovations Created by KIOXIA In 2007, KIOXIA was the �rst in the world to announce 3D �ash memory technology. Here we present the key points of innovation that led to cost reductions and the initiatives for higher capacities, together with an explanation of BiCS FLASH™. KIOXIA invented the world’s �rst NAND �ash memory in 1987. This is	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
67	 an explanation of the structure of �ash memory and the mechanism of data storage. “Multi-level cell technology” is one of the main technologies realizing larger capacity �ash memory. The 1 Gbit MLC NAND �ash memory launched by KIOXIA in 2001 was the �rst application in the world of multilevel cell technology to a NAND �ash memory product. Technology Topics Introducing latest technologies	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
68	 being researched and developed at KIOXIA Corporation and various use cases of �ash memories. June 14, 2023  KIOXIA     Locality Sensitive Hashing (LSH) is an approximate nearest neighbor search method widely used for big data search and retrieval. By e�ectively introducing �ash memory and developing a new algorithm, we have improved LSH and achieved signi�cant performance improvement by reducing the overhead of computation	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
69	 and external storage access without increasing the main memory. Fellow Interviews Technology and Innovation at KIOXIA What is the 3D Flash Memory “BiCS FLASH™”? What is NAND Flash Memory? What is Multi-level Cell Technology Realizing Larger Capacity Flash Memory? E�ective Implementation of Flash Memory and New Algorithm to Speed Up Approximate Nearest Neighbor Search Method (Locality Sensitive Hashing	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
70	) Big data Institute of Memory Technology R&D (System Technology) 	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
71	2023/06/21 20:45 Research and Technology Development | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/rd.html 3/4 June 07, 2023  KIOXIA   HfO -based FeFET is a promising candidate for next-generation memory. The coupling between polarization reversal and charge trapping was revealed in this study. We demonstrated a novel	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
72	 operation scheme that strongly suppresses unintended programing of FeFET during memory array operation. These results were presented at the international conference IRPS 2023. May 31, 2023  KIOXIA   Ferroelectric MOS transistors using HfO  as the dielectric and Si as the current path have been widely researched and developed for memory applications including AI applications. Kioxia has fabricated a prototype ferroelectric Field	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
73	 E�ect Transistor (FET) using TiO  as the current path and demonstrated high-speed, low-voltage operation and high cycle endurance. This achievement received the Best Contributed Paper Award at the international conference EDTM2023. KIOXIA covers from R&D to mass production of �ash memory and SSD products. Introducing the mechanisms of technological innovation, that is, how R&D is conducted in the process of bringing our	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
74	 products to market. Introducing KIOXIA’s achievements in supporting the evolution of electric devices, such as the invention of NAND �ash memory in 1987, and advancement of the information society on a global scale, seen through the lens of the history of memory and SSD development. KIOXIA has been highly commended for the presentation of its R&D through a variety of channels, including major academic societies and research	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
75	 papers. Does memory have emotions? “Human power” is the key to expanding the possibilities of the future at the vanguard of R&D. Where is memory technology from, and where is it headed? A look back at the history of �ash memory innovation. R&D Organization/Academic Collaboration Novel Operation Scheme for Suppressing Disturb in HfO -based FeFET Considering Charge-Trapping	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
76	-Coupled Polarization Dynamics 2 Emerging memory Institute of Memory Technology R&D (Device Technology) 2 TiO  Channel Ferroelectric FET towards High-Performance and Low-Power AI Applications 2 Emerging memory Institute of Memory Technology R&D (Device Technology) 2 2 All Topics KIOXIA's Product Development Process Technology Development History Awards and Research papers On the Front Lines of	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
77	 Memory  The History of Our Memory  R&D Organization and Locations Academic Collaboration 	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
78	2023/06/21 20:45 Research and Technology Development | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/rd.html 4/4 KIOXIA has established industry-leading R&D frameworks with “memory” technology. We use our various locations to conduct technological innovation while promoting open innovation. To further accelerate the development speed and address the needs of increasingly diverse	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
79	 research themes, KIOXIA promotes R&D projects in collaboration with universities, technical communities, and research institutes both in Japan and abroad. KIOXIA's R&D Backgrounds Related Links Share Copyright © 2023 KIOXIA Corporation. All Rights Reserved. Personal Products Information  Business Products Information KIOXIA Group's Sustainability  Careers KIOXIA Corporation Home / Research and Technology Development 	data/Research and Technology Development _ KIOXIA - Japan (English).pdf
80	2023/06/21 20:47 Digital transformation technology/Factory Innovation | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/rd/technology/topics/topics-19.html 1/2 Factory Innovation February 28, 2019 As a result of an increase in the capacity of memory products, the amount of data handled at a factory is growing considerably. Unlike automobiles, �ash memories are	data/Digital transformation technology_Factory Innovation _ KIOXIA - Japan (English).pdf
81	 manufactured using a complicated network of more than 5,000 manufacturing and inspection equipments. To maintain high quality, more than two billion data items are collected every day in real time from manufacturing equipments and transport systems. Complicated factory analyses are performed using such an enormous amount of data. For example, deep learning technologies help to greatly reduce the percentage of devices rejected by a defect test and AI technologies help reduce the time required to infer the cause of defects. In addition to 	data/Digital transformation technology_Factory Innovation _ KIOXIA - Japan (English).pdf
82	Yokkaichi Plant, KIOXIA Corporation is currently constructing a memory fab in the city of Kitakami, Iwate Prefecture. We are introducing state-ofthe-art tools and promoting open innovation both within and outside the company with the aim of achieving e�cient production at two sites. Example of big-data utilization at Yokkaichi Plant Related Links A technical glossary that covers terms related to KIOXIA products and technologies	data/Digital transformation technology_Factory Innovation _ KIOXIA - Japan (English).pdf
83	, such as memory and SSDs. We explain that it can be used by engineers and researchers to the general public. KIOXIA has established industry-leading R&D frameworks with “memory” technology. We use our various locations to conduct technological innovation while promoting open innovation. Share Institute of Memory Technology R&D (Digital Transformation Technology) Machine learning All Topics Technical Glossary R&	data/Digital transformation technology_Factory Innovation _ KIOXIA - Japan (English).pdf
84	D Organization and Locations 	data/Digital transformation technology_Factory Innovation _ KIOXIA - Japan (English).pdf
85	2023/06/21 20:47 Digital transformation technology/Factory Innovation | KIOXIA - Japan (English) https://www.kioxia.com/en-jp/rd/technology/topics/topics-19.html 2/2 Copyright © 2023 KIOXIA Corporation. All Rights Reserved. What is the 3D �ash memory “BiCS FLASH™”? What is NAND Flash Memory	data/Digital transformation technology_Factory Innovation _ KIOXIA - Japan (English).pdf
